transaction_amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,cash_withdrawal,card_age_days,device_trust_score,transactions_last_24h,merchant_risk_score,weekend,foreign_transaction,fraud
36.71,8,7.24,5.33,0.604,1,0,1,1,1,722,0.836,4,27.43,0,1,1
132.29,9,9.55,2.57,0.585,0,1,0,0,0,1442,0.583,0,26.99,0,0,0
40.42,0,4.35,4.47,4.133,1,0,1,0,1,779,0.312,2,35.71,0,0,0
40.32,19,0.18,18.88,0.54,1,0,1,1,1,565,0.518,3,30.58,0,0,0
5.3,13,8.04,6.53,1.151,1,0,0,0,0,489,0.71,5,16.82,1,1,0
13.45,16,12.5,11.57,1.738,1,1,1,0,0,689,0.425,1,11.24,1,1,0
41.26,2,3.97,1.59,1.645,1,1,1,0,0,817,0.99,3,61.64,0,0,0
49.8,6,25.78,1.43,1.375,1,0,0,1,1,179,0.777,1,41.64,0,0,0
4.14,18,4.46,1.94,0.812,0,0,1,1,0,995,0.851,3,17.7,0,0,0
69.82,3,7.55,0.83,0.921,1,1,1,1,0,912,0.99,2,27.93,0,0,0
22.15,0,5.54,12.85,1.195,0,1,0,0,0,823,0.94,6,48.62,1,0,0
21.2,0,3.65,1.81,0.771,0,0,0,1,0,209,0.99,3,41.77,0,0,0
19.98,12,6.39,5.62,0.86,1,0,0,1,0,383,0.833,1,37.01,0,0,0
38.51,9,11.21,2.58,0.937,1,0,0,0,0,340,0.696,7,42.55,0,0,0
24.82,22,13.81,6.26,0.442,1,0,0,0,1,336,0.936,7,20.62,1,0,0
22.32,4,22.23,2.93,0.822,1,0,1,1,0,407,0.638,4,30.23,1,0,0
35.78,23,4.22,18.47,1.222,1,1,1,1,0,10,0.679,4,38.77,1,0,0
23.61,10,0.75,2.45,0.773,1,1,1,0,0,1155,0.939,4,25.03,0,0,0
24.56,9,0.78,15.85,1.1,1,0,0,0,1,1003,0.903,6,21.0,0,0,0
21.09,12,19.4,19.78,0.303,1,1,1,0,0,1446,0.723,5,51.11,0,0,0
40.91,10,0.21,16.73,1.135,0,1,1,0,0,178,0.99,5,13.86,0,0,0
15.47,8,30.23,13.75,1.616,0,1,0,1,0,10,0.787,1,57.0,1,0,1
46.48,15,42.1,1.76,0.93,1,1,1,0,0,551,0.959,7,35.62,0,0,0
7.64,12,5.41,1.88,1.953,0,1,1,1,0,223,0.746,3,22.66,0,0,0
19.79,18,38.85,3.56,3.852,1,1,1,0,0,44,0.504,3,4.9,0,0,0
4.73,12,7.35,4.11,3.398,0,0,1,1,0,577,0.705,2,25.25,0,0,0
23.21,16,2.91,4.79,1.027,1,1,0,1,0,451,0.901,2,40.01,0,0,0
51.78,1,8.95,13.86,0.929,0,0,1,0,0,946,0.943,2,17.49,0,0,0
100.84,22,4.47,46.5,1.387,1,0,1,0,0,1202,0.708,4,41.75,1,0,1
31.8,21,3.55,9.34,0.698,1,0,1,0,1,1838,0.604,7,17.0,0,0,0
53.48,6,12.63,3.07,0.663,1,0,0,1,0,10,0.99,2,18.77,1,0,0
32.62,21,11.0,2.06,1.661,1,1,0,1,0,461,0.91,4,26.02,0,0,0
6.12,17,51.78,14.36,1.446,1,0,0,0,0,470,0.784,3,51.27,1,0,1
3.73,13,16.69,25.2,1.098,1,1,0,1,0,10,0.989,3,32.13,1,0,0
3.42,7,6.42,20.95,0.963,1,1,1,1,1,511,0.99,3,28.33,0,0,0
56.7,2,22.92,12.1,1.016,1,1,1,0,0,1090,0.693,3,45.82,0,0,0
17.57,0,4.12,0.34,1.024,0,0,0,0,0,202,0.547,1,75.91,0,0,0
35.17,11,26.53,2.51,3.306,1,0,1,0,0,665,0.94,4,35.8,0,0,0
94.81,10,11.98,0.83,0.557,1,1,0,0,1,757,0.894,3,32.35,0,0,0
15.13,9,0.6,25.08,2.309,0,1,0,0,0,120,0.655,2,59.41,1,0,0
15.79,16,23.98,9.29,2.388,1,0,1,0,0,10,0.535,4,14.51,1,0,0
37.27,13,41.9,23.65,1.871,1,0,0,0,0,676,0.661,2,5.16,1,0,0
56.19,12,8.78,1.35,0.456,1,1,1,1,0,335,0.818,3,19.97,1,0,0
4.45,19,27.83,14.35,0.9,1,1,0,0,0,656,0.688,3,31.52,1,0,0
48.02,14,31.74,5.78,1.072,0,1,0,0,0,750,0.659,2,13.01,0,0,0
35.98,12,7.99,5.6,1.525,1,1,0,0,0,56,0.688,1,1.61,1,0,0
6.28,12,1.23,10.81,3.486,1,0,1,1,0,1078,0.854,6,14.42,1,0,0
49.02,12,0.16,13.65,0.662,1,1,0,0,0,800,0.931,4,30.42,0,0,0
16.56,5,9.42,7.42,1.856,0,1,1,1,0,784,0.908,3,14.71,0,0,0
56.33,0,1.1,12.32,0.369,0,0,1,0,0,181,0.93,6,44.47,0,0,0
37.22,15,0.51,6.43,0.796,0,1,0,1,1,855,0.627,6,39.13,0,0,0
38.89,11,11.28,9.42,1.858,0,1,1,0,0,790,0.555,2,29.53,1,0,0
104.4,15,11.39,4.82,0.922,0,0,1,0,0,10,0.575,8,42.43,1,0,0
184.68,22,10.62,0.8,1.638,1,1,0,0,0,1041,0.755,3,15.94,1,1,0
34.86,14,3.21,9.14,1.268,0,1,0,0,0,744,0.46,4,37.78,0,0,0
69.56,3,15.16,9.72,0.637,1,1,1,0,0,716,0.376,3,40.4,1,0,0
19.41,7,3.16,0.5,1.0,1,0,1,0,0,781,0.485,2,29.23,0,0,0
41.73,22,2.77,22.3,2.186,0,1,0,1,0,886,0.69,1,34.34,1,1,0
4.66,21,27.55,1.99,1.027,1,0,1,0,0,1032,0.854,0,31.52,1,0,0
25.1,0,25.12,26.95,1.349,1,1,1,1,0,468,0.543,3,45.11,0,0,1
38.5,7,3.69,6.96,1.956,1,0,1,0,0,1402,0.808,9,17.13,0,0,0
12.11,23,0.37,15.12,0.35,1,1,1,1,0,957,0.472,3,36.78,0,0,0
5.43,4,15.1,19.44,0.48,1,1,1,0,0,449,0.646,0,23.12,1,1,1
408.93,13,39.27,5.65,0.59,1,1,1,1,0,233,0.924,4,16.51,0,0,0
2.76,13,5.46,9.71,1.793,0,0,1,0,0,10,0.593,4,30.73,0,0,0
21.17,2,5.98,6.38,2.953,1,1,0,0,0,419,0.526,1,45.66,0,0,0
5.56,7,8.51,13.02,2.24,0,1,1,1,0,938,0.763,3,10.31,0,0,0
175.96,4,0.48,8.61,0.872,1,0,0,0,0,235,0.732,4,7.11,0,1,0
20.54,20,11.61,5.47,2.223,0,1,0,0,0,465,0.749,1,58.2,0,0,0
7.83,20,11.46,0.95,1.602,1,1,0,0,0,731,0.52,5,34.54,1,0,0
96.31,17,10.4,0.42,0.552,1,1,0,1,0,614,0.389,4,45.77,0,0,0
41.67,11,16.14,12.47,0.535,0,0,0,0,0,723,0.507,4,26.01,0,0,0
11.35,5,10.99,3.41,1.041,1,1,1,0,0,1144,0.496,2,12.31,1,0,0
16.01,16,3.76,14.5,1.674,0,0,1,0,1,10,0.602,3,10.99,0,0,0
13.02,0,26.19,30.51,1.709,1,0,0,0,1,1082,0.777,3,20.93,0,0,0
26.35,8,25.4,18.02,0.735,1,0,1,1,0,251,0.382,4,51.14,0,0,0
15.79,7,6.9,6.08,0.811,1,0,0,1,0,186,0.674,5,3.31,0,0,0
17.3,19,1.11,2.52,0.622,1,0,1,1,0,778,0.966,4,19.2,0,0,0
5.64,10,6.25,9.76,0.655,1,1,1,1,0,284,0.865,4,12.12,0,0,0
16.47,14,6.2,3.39,0.39,1,1,1,0,0,529,0.946,3,23.95,0,0,0
31.02,9,0.99,0.82,0.866,1,1,1,0,0,858,0.658,5,23.73,0,0,0
21.34,5,11.35,15.6,2.137,1,0,1,0,0,1439,0.776,3,33.32,1,0,0
9.81,18,22.83,5.97,1.971,1,1,0,0,0,817,0.795,7,28.54,1,0,0
52.65,18,3.67,33.11,1.114,1,0,0,0,0,665,0.826,3,28.93,0,0,0
121.39,10,6.38,23.43,1.126,1,0,0,1,0,500,0.99,2,65.13,0,0,0
25.47,10,6.6,17.78,1.692,1,1,0,0,0,782,0.67,2,42.44,0,0,0
33.03,13,4.7,1.57,1.242,1,0,0,1,0,416,0.512,4,19.64,0,0,0
4.46,12,0.83,3.7,1.011,1,1,1,1,1,297,0.742,2,22.56,1,0,0
113.21,18,10.24,0.12,2.424,1,1,1,0,0,828,0.726,12,2.81,1,0,0
19.3,7,26.75,14.63,2.01,0,1,0,0,0,550,0.879,5,20.68,0,0,0
33.06,19,5.47,1.53,1.316,0,1,0,0,0,1429,0.741,4,33.18,1,0,0
17.54,9,14.6,6.62,1.599,1,0,1,0,0,1729,0.842,6,40.21,0,0,0
53.9,12,15.97,7.82,3.017,0,1,0,1,1,332,0.46,1,11.38,0,0,0
16.7,0,10.46,4.32,0.854,1,0,0,0,0,10,0.754,5,62.6,1,1,1
36.28,0,14.12,18.0,2.69,1,0,1,1,0,520,0.683,3,44.36,1,1,0
133.47,8,22.48,0.22,0.896,1,1,1,0,0,798,0.99,2,31.56,0,0,0
38.68,19,13.27,1.17,0.617,1,0,0,0,0,336,0.612,6,16.88,1,0,0
67.85,23,13.93,6.18,1.57,1,1,1,1,0,765,0.969,6,23.94,0,0,0
38.06,22,6.4,20.03,1.159,1,1,1,0,0,208,0.561,4,50.52,0,1,0
16.01,6,1.51,9.97,1.042,1,0,1,1,0,242,0.889,2,25.47,0,0,0
33.75,13,4.53,7.97,0.94,1,1,1,1,0,10,0.548,1,27.16,0,0,0
15.46,9,1.24,6.09,2.473,1,1,1,1,0,407,0.631,1,46.14,0,0,0
31.29,20,1.44,0.83,0.723,1,1,0,0,0,1281,0.929,3,22.98,1,1,0
19.48,3,10.27,3.23,1.354,0,0,1,0,0,303,0.832,3,55.22,0,0,1
17.19,2,5.12,5.5,1.869,1,1,1,1,0,836,0.675,5,31.71,0,0,0
22.83,12,2.15,6.22,1.783,0,1,0,0,0,11,0.334,1,25.19,0,0,1
4.48,7,12.32,9.5,0.753,1,1,1,1,0,333,0.949,4,25.09,0,0,0
30.26,20,12.83,5.91,1.126,1,0,1,0,0,267,0.91,4,45.22,0,0,0
7.6,3,23.92,16.45,0.746,0,1,0,0,0,10,0.736,2,14.11,0,0,0
22.81,5,4.53,2.36,1.802,1,1,1,0,0,10,0.283,4,32.18,0,0,0
17.5,8,5.89,2.25,1.968,1,1,0,1,1,187,0.99,2,31.47,0,0,0
8.44,1,2.34,0.79,0.519,0,1,1,0,0,194,0.923,1,42.32,1,0,0
26.06,10,3.93,11.32,0.831,0,0,1,0,0,767,0.648,3,9.06,0,1,0
120.6,18,1.27,21.26,0.889,1,1,0,1,0,1168,0.99,0,34.78,1,0,0
48.68,21,39.93,1.68,1.744,1,0,1,0,0,840,0.464,2,37.12,0,0,0
63.09,0,19.65,1.02,1.12,1,1,0,0,1,867,0.77,2,21.98,1,0,0
17.59,14,2.9,1.85,0.639,1,1,0,1,0,663,0.531,4,51.52,0,0,0
29.91,20,6.57,4.25,0.412,0,1,1,0,0,896,0.74,4,51.76,0,0,0
56.05,15,12.03,31.66,0.987,0,0,0,1,0,1017,0.62,3,3.65,0,0,0
24.64,19,5.34,13.67,3.05,0,1,1,1,0,1063,0.783,3,18.82,0,0,0
31.19,9,13.34,1.4,1.526,0,1,0,1,0,566,0.754,3,44.72,0,0,0
10.14,3,10.31,17.87,0.763,0,0,0,1,0,771,0.621,2,11.34,0,0,0
66.64,7,5.67,0.57,0.685,0,0,0,1,0,1080,0.99,2,21.76,0,0,0
27.24,12,7.17,1.55,2.242,0,1,1,0,0,556,0.955,3,62.17,0,0,0
42.13,16,16.99,2.97,0.955,1,1,0,1,1,786,0.689,3,11.57,1,0,0
15.63,4,9.77,1.22,0.948,0,0,0,0,0,877,0.99,4,23.96,0,0,0
26.25,0,9.91,19.31,0.917,1,0,0,0,0,481,0.557,5,31.92,0,0,0
82.36,11,30.66,27.12,5.229,0,0,0,0,0,498,0.745,2,58.21,0,0,1
10.6,16,13.94,9.14,0.919,1,0,0,1,0,573,0.646,3,14.13,0,0,0
12.87,20,14.52,19.38,0.504,1,1,0,0,0,951,0.984,4,26.73,0,0,0
53.77,22,39.53,13.72,0.545,0,0,0,1,0,224,0.811,5,37.4,0,0,1
13.78,12,41.38,10.18,2.683,1,1,1,0,0,530,0.92,2,28.27,1,0,0
46.66,12,2.4,11.7,0.501,1,0,0,1,0,435,0.859,3,24.41,0,0,0
132.03,18,23.73,7.94,0.954,1,0,0,0,0,982,0.688,2,56.43,0,0,1
150.85,17,0.46,22.11,1.618,1,1,1,0,0,395,0.99,1,46.96,0,0,0
41.74,23,14.04,4.26,1.693,1,1,0,1,0,10,0.431,2,39.89,0,0,0
5.03,19,16.86,19.18,0.871,0,0,0,1,0,1371,0.641,6,28.7,1,0,0
98.07,16,48.13,1.96,0.713,1,0,1,0,0,10,0.56,2,21.82,0,0,0
12.22,5,3.23,0.08,0.929,0,1,1,0,0,1011,0.598,3,24.98,1,0,0
3.61,2,12.23,4.84,0.265,1,0,0,1,0,1262,0.625,5,40.43,1,0,0
11.64,13,33.4,1.76,0.695,0,1,1,1,1,726,0.901,2,41.13,0,0,0
30.35,20,54.93,29.48,1.325,0,0,1,1,1,327,0.54,3,11.02,0,1,1
9.09,15,21.57,0.42,1.566,1,1,0,1,1,1088,0.693,6,25.27,0,0,0
83.72,4,4.2,9.81,2.121,1,0,1,1,0,10,0.99,3,16.5,0,1,1
116.57,22,2.29,4.84,0.905,0,0,0,1,0,994,0.735,3,43.67,0,1,0
20.67,12,22.23,12.8,1.753,1,0,1,0,0,991,0.912,3,81.31,1,0,0
40.37,6,15.38,10.77,0.634,1,1,0,0,0,377,0.745,2,60.78,0,0,0
38.1,6,34.31,6.99,0.39,1,1,0,0,1,970,0.804,2,54.35,1,0,0
13.95,2,5.21,7.35,0.905,1,1,0,1,0,1195,0.986,2,12.24,0,0,0
35.32,18,16.97,8.47,2.649,0,1,1,1,0,829,0.923,2,48.22,0,0,0
12.91,7,18.41,2.26,2.147,1,1,1,0,0,213,0.99,5,24.46,1,0,0
24.92,2,18.61,1.25,0.718,0,0,1,0,0,521,0.387,2,14.52,0,0,0
15.41,2,38.83,10.59,1.914,0,1,1,0,1,1364,0.328,1,14.63,1,0,0
123.12,5,10.13,3.79,1.324,0,1,1,0,0,1511,0.597,3,13.22,1,0,0
27.1,15,0.15,8.64,0.481,1,1,0,0,0,808,0.77,7,39.93,0,0,0
8.79,19,55.26,9.41,0.7,1,1,1,1,1,848,0.786,1,55.93,0,0,0
15.39,18,0.07,64.96,1.375,0,0,1,0,1,456,0.748,6,45.56,0,0,0
10.91,19,4.76,1.0,0.7,0,1,1,1,0,843,0.62,3,4.85,0,0,0
133.76,9,9.93,3.9,0.876,1,1,1,0,0,656,0.673,7,27.82,0,0,0
25.34,7,31.15,3.06,1.208,0,1,0,0,0,810,0.75,2,12.43,0,0,0
36.55,21,15.11,5.11,2.406,0,0,1,0,0,568,0.512,4,3.58,0,0,0
23.19,19,19.65,17.07,2.212,1,1,0,0,0,507,0.6,6,30.33,0,0,1
48.3,21,3.51,3.39,5.492,0,1,0,1,0,508,0.432,2,42.24,0,0,0
199.92,1,1.78,0.42,2.196,0,0,1,0,0,599,0.99,3,21.25,0,1,0
14.43,7,32.4,26.47,1.494,1,1,0,0,0,1027,0.525,5,11.85,0,0,0
23.79,3,14.04,22.55,0.77,1,1,0,0,0,540,0.902,7,30.06,0,0,0
9.32,6,7.37,0.05,1.482,0,1,1,0,0,329,0.863,6,63.55,1,0,0
14.2,8,18.72,0.95,0.381,1,1,1,0,0,845,0.99,1,32.41,1,0,0
12.76,9,12.05,0.63,1.059,1,0,1,0,1,778,0.746,4,19.79,1,0,0
8.41,23,27.85,10.89,0.64,1,0,1,0,1,403,0.63,3,20.84,1,0,0
26.97,4,5.55,24.48,1.18,0,1,1,0,0,794,0.728,4,66.37,0,0,1
14.72,16,3.09,11.24,0.468,0,1,1,0,0,203,0.684,7,26.45,1,0,0
21.91,2,15.09,1.31,1.138,0,1,1,1,0,600,0.528,4,34.27,1,0,1
14.14,8,1.25,7.82,1.14,1,1,1,1,0,1231,0.905,2,11.82,0,1,0
46.72,10,0.55,12.74,2.049,1,1,1,1,0,616,0.279,3,29.71,1,0,0
33.56,3,15.74,14.94,0.59,1,1,0,0,0,10,0.594,3,21.56,0,0,0
24.3,10,5.15,40.13,1.49,0,1,1,0,0,365,0.701,0,18.5,0,0,0
10.61,1,16.15,38.0,1.411,1,1,0,1,0,90,0.819,1,57.65,0,1,0
147.17,10,7.59,4.07,1.004,1,1,0,0,1,733,0.73,1,53.98,1,0,0
13.13,5,0.11,2.79,1.249,1,0,0,1,0,1224,0.531,4,43.22,0,0,0
22.17,3,2.76,0.78,1.12,1,0,1,0,0,798,0.569,6,8.68,0,0,0
18.03,12,56.5,5.06,1.17,1,1,0,1,0,835,0.815,3,14.26,0,0,0
46.33,10,4.84,12.3,0.668,1,0,0,0,0,687,0.666,5,64.04,0,0,0
42.95,13,7.84,0.89,1.537,0,0,1,0,0,230,0.314,1,11.45,1,0,0
16.81,21,6.67,7.96,1.328,1,1,0,0,0,138,0.99,1,47.66,0,0,0
19.8,23,20.18,1.29,0.657,1,1,1,1,0,1244,0.545,4,55.46,1,1,0
39.5,17,10.24,2.92,1.186,0,1,0,1,0,330,0.693,2,24.3,1,1,0
83.93,7,2.51,14.38,0.986,1,1,1,0,0,617,0.99,3,37.71,0,0,0
28.31,22,20.22,8.1,1.474,0,0,1,1,0,260,0.742,0,28.72,0,1,0
45.13,16,0.28,3.41,0.974,1,1,0,1,0,546,0.714,3,37.71,0,0,0
48.32,2,6.78,4.56,0.721,1,0,0,0,0,886,0.588,5,62.01,0,0,0
12.07,10,4.57,4.46,0.391,1,1,0,1,0,87,0.532,5,15.77,1,0,0
22.23,0,12.46,4.41,1.986,0,1,1,1,0,10,0.673,2,23.1,0,0,0
57.16,18,0.58,31.4,0.775,0,1,1,1,1,779,0.619,2,24.4,0,1,0
14.74,5,56.32,0.87,1.067,1,0,1,0,1,482,0.332,1,17.65,1,0,0
31.67,4,4.54,12.3,2.13,1,0,0,1,0,643,0.652,2,21.97,0,0,0
16.3,13,22.97,0.4,1.25,1,1,1,1,0,943,0.484,4,29.48,0,0,0
14.44,15,9.94,2.72,1.199,0,0,0,0,1,395,0.864,2,6.58,0,0,0
42.85,14,16.95,16.58,2.462,1,0,0,0,0,541,0.542,4,9.81,0,0,0
68.46,20,3.53,11.88,0.247,1,0,1,0,0,545,0.92,3,25.59,0,0,0
25.23,18,2.97,0.41,1.165,1,0,1,0,0,1282,0.661,3,26.83,0,0,0
32.24,10,21.97,26.86,0.757,1,1,0,0,0,641,0.812,2,25.38,1,0,0
13.09,23,7.92,1.54,1.998,1,1,0,0,0,703,0.659,1,27.47,0,0,0
33.01,23,16.49,2.59,0.798,1,1,0,0,0,692,0.485,6,27.06,0,0,0
48.88,17,25.52,5.7,1.953,1,1,1,1,0,934,0.54,3,32.86,0,1,1
70.95,9,22.49,0.77,1.308,0,0,0,0,0,598,0.763,2,11.64,0,0,0
12.68,23,22.6,9.17,0.414,1,0,1,1,0,10,0.664,2,55.09,0,0,1
4.5,8,3.23,16.59,0.897,1,0,0,0,0,798,0.781,5,51.26,0,0,0
13.96,22,6.55,2.4,1.725,0,0,0,0,0,655,0.534,4,25.51,1,0,0
10.84,20,2.9,4.96,0.765,1,0,0,1,0,151,0.752,4,12.71,0,0,0
20.91,11,12.79,6.8,1.14,1,0,0,0,1,594,0.891,2,5.75,0,0,1
51.88,7,3.48,0.36,0.538,0,1,0,0,0,863,0.4,5,24.6,0,0,0
41.73,6,6.86,0.46,1.117,1,0,0,1,0,988,0.896,1,50.31,0,0,0
4.94,21,12.88,17.0,2.111,1,1,0,0,0,1051,0.838,4,25.6,1,0,1
18.19,0,0.43,32.72,0.344,0,1,1,1,0,1104,0.782,2,20.54,0,1,0
42.17,7,27.29,0.73,2.04,1,0,0,1,1,857,0.704,5,39.98,0,0,0
9.26,20,7.36,20.49,1.562,1,1,1,1,1,965,0.811,6,53.84,1,0,0
44.0,21,12.33,24.16,1.27,1,1,1,0,0,233,0.652,4,47.67,1,0,0
28.78,7,1.68,13.86,1.675,1,1,0,0,0,645,0.595,2,34.51,0,0,0
55.35,21,8.82,11.61,1.079,1,1,1,0,0,908,0.615,2,24.28,0,0,0
28.34,16,0.16,6.59,0.882,0,0,0,1,0,10,0.642,4,63.51,0,0,1
17.95,4,36.4,4.42,0.818,1,1,0,0,1,442,0.805,4,17.74,1,1,0
13.28,14,4.36,38.76,0.467,0,0,0,1,0,851,0.527,5,34.13,0,0,1
88.3,22,5.07,2.14,1.763,1,0,0,0,0,832,0.99,5,11.93,0,0,0
10.64,9,3.11,15.87,1.943,1,1,1,0,1,76,0.715,6,17.85,0,0,0
14.55,6,11.37,38.57,0.587,1,1,0,0,0,865,0.846,3,41.77,0,0,0
24.53,12,16.26,0.6,0.409,0,0,0,0,0,388,0.759,7,38.01,0,0,0
52.64,13,10.03,12.4,0.521,0,1,1,1,0,399,0.641,4,10.56,1,0,0
51.22,22,33.69,3.83,0.734,1,0,1,1,0,633,0.892,3,56.88,0,0,0
52.94,5,2.09,9.78,1.13,0,1,0,1,0,575,0.605,3,82.24,1,1,0
19.08,22,13.64,7.51,0.951,1,1,1,0,0,10,0.636,1,35.72,1,0,0
9.35,11,4.41,2.96,0.456,1,0,0,1,0,1682,0.889,4,24.26,1,0,0
21.09,17,4.09,19.98,0.861,1,1,1,0,0,609,0.82,3,10.84,0,0,0
16.05,0,24.93,2.19,1.995,1,1,1,0,0,1063,0.612,6,36.14,0,0,0
11.3,2,2.59,4.42,0.994,1,1,1,0,1,993,0.814,3,15.25,0,0,0
92.61,23,24.04,0.86,0.606,1,1,0,0,1,217,0.574,2,21.58,0,0,0
88.95,22,14.48,27.37,0.712,1,0,0,0,0,645,0.807,5,28.45,0,0,1
133.54,20,1.02,1.21,2.823,1,1,1,0,0,797,0.383,3,10.78,0,0,0
4.58,16,4.4,2.89,1.286,1,0,0,1,0,1085,0.73,1,47.79,0,1,0
10.75,15,2.74,3.05,1.268,0,1,1,0,0,353,0.99,3,41.14,1,0,0
115.5,16,12.09,3.77,0.787,1,0,0,0,1,785,0.606,4,43.29,0,1,1
9.25,1,27.95,6.04,0.55,1,1,1,1,0,534,0.398,2,51.49,0,0,0
20.74,6,10.0,15.9,0.715,1,1,1,1,0,898,0.69,5,26.06,0,0,0
34.53,8,8.3,7.47,0.678,1,0,1,1,0,10,0.554,3,41.26,0,0,0
15.54,20,28.19,1.81,0.646,0,1,1,1,1,155,0.568,2,83.35,1,0,0
37.69,13,4.21,27.18,0.298,0,1,0,1,0,372,0.903,6,52.24,0,0,0
173.33,14,6.8,6.36,0.687,0,1,1,0,0,10,0.79,3,22.29,0,0,0
10.37,11,1.85,1.23,1.027,1,1,1,0,0,1481,0.773,3,21.76,0,0,0
94.25,15,19.6,1.67,2.15,0,1,0,0,0,550,0.528,3,41.85,0,0,0
31.96,20,11.25,5.37,1.076,1,1,1,1,0,700,0.542,1,13.19,0,0,0
16.33,17,36.01,4.9,1.264,1,1,1,0,1,934,0.821,2,29.4,0,0,0
110.83,4,32.0,1.46,0.694,1,1,1,1,1,730,0.99,1,23.53,0,0,0
13.48,21,5.19,4.39,0.699,1,1,0,0,0,10,0.704,1,62.35,0,0,0
33.72,21,1.64,1.39,1.287,1,0,1,0,1,555,0.782,5,20.92,0,1,1
10.87,14,8.34,6.6,3.174,1,1,1,1,0,286,0.708,5,38.41,0,0,0
7.66,6,12.51,10.55,0.356,0,1,0,1,0,229,0.644,6,59.78,0,0,1
43.59,0,0.54,0.18,1.089,1,1,0,0,0,1021,0.915,4,31.78,0,0,0
17.5,3,28.27,5.38,0.523,1,0,0,0,0,792,0.97,5,31.47,1,0,1
14.67,18,19.03,23.68,1.821,1,0,0,1,0,1250,0.885,4,32.54,0,1,0
337.92,16,10.01,8.66,2.162,1,1,0,0,0,10,0.476,2,20.87,0,0,0
14.81,3,5.41,2.28,1.426,1,1,0,0,0,347,0.669,3,16.12,0,1,0
30.07,10,21.9,12.34,1.188,1,0,0,1,0,123,0.99,2,30.04,0,0,0
266.95,9,31.13,3.12,1.287,0,0,0,0,0,1487,0.732,3,23.67,0,0,1
8.65,15,17.34,0.2,1.806,1,1,1,1,0,927,0.724,2,57.75,0,0,0
31.69,15,13.18,11.22,1.316,1,1,1,0,0,795,0.757,3,7.2,0,0,0
12.67,2,0.35,13.96,1.584,0,1,1,0,0,1072,0.715,6,71.5,1,0,0
15.1,10,1.14,3.05,1.095,0,0,0,1,1,1031,0.623,6,2.72,0,0,0
35.16,18,10.69,2.94,0.926,0,0,0,0,0,345,0.515,5,40.68,0,1,0
87.55,13,1.87,22.19,1.065,0,0,1,1,0,427,0.819,2,8.28,1,1,0
41.41,4,16.04,2.38,0.748,0,0,1,0,0,701,0.656,4,13.47,0,0,0
20.22,19,11.22,9.79,1.346,0,1,0,1,0,882,0.575,5,43.63,1,0,0
41.27,14,1.75,7.05,0.367,1,1,0,0,1,524,0.826,2,21.94,0,0,0
8.97,4,23.62,10.94,2.091,0,1,0,1,0,460,0.561,4,36.71,0,0,0
10.08,1,23.22,2.51,1.352,1,1,0,0,0,1087,0.733,4,35.22,0,0,0
14.15,13,22.11,12.31,1.162,1,1,0,1,0,10,0.57,2,28.0,0,0,0
56.09,21,21.97,1.94,1.098,1,1,0,0,0,424,0.522,5,39.58,0,0,0
59.27,19,35.46,2.61,0.758,0,0,1,0,0,708,0.661,5,48.92,0,0,0
49.97,12,1.64,5.2,0.82,1,1,1,0,0,962,0.907,3,28.24,0,0,0
102.79,5,10.48,10.82,0.432,1,0,1,0,0,237,0.558,4,34.15,1,0,0
31.15,22,12.4,19.17,1.511,0,0,0,1,0,925,0.794,2,33.62,0,0,0
3.51,23,14.2,12.6,1.37,0,0,0,0,0,1025,0.535,5,34.89,1,0,0
45.96,5,3.88,5.65,1.094,1,1,0,1,1,105,0.467,6,54.92,0,0,1
65.23,21,1.59,3.95,0.875,0,0,1,0,0,47,0.774,4,58.44,1,0,0
67.51,6,15.25,3.24,0.462,1,1,1,1,1,153,0.784,3,33.15,1,0,0
8.93,22,2.4,0.38,1.152,1,1,1,1,1,1248,0.686,0,58.57,0,0,0
7.6,9,0.86,4.37,0.703,1,1,1,1,0,307,0.99,3,19.09,1,0,0
45.45,16,11.99,3.45,1.7,1,1,0,1,0,467,0.855,8,44.36,1,0,0
7.14,2,3.2,10.19,1.411,1,1,0,0,0,1263,0.577,3,4.91,1,0,0
27.86,7,25.95,2.61,0.504,1,1,0,1,0,299,0.973,2,19.65,0,0,0
102.55,19,2.59,4.41,0.636,1,1,1,0,0,114,0.72,3,52.85,0,0,0
4.59,4,5.42,11.37,2.186,1,0,1,1,0,246,0.702,2,52.04,1,0,0
9.74,17,19.09,3.04,0.702,1,0,0,0,1,487,0.766,6,9.08,0,0,0
20.79,9,17.97,12.88,0.981,0,1,0,0,0,453,0.549,5,17.72,0,0,0
32.67,7,10.09,1.16,0.306,1,0,1,0,0,549,0.547,3,29.97,0,0,0
437.12,22,2.67,3.73,0.848,1,1,0,1,0,1471,0.73,5,31.84,1,0,0
33.68,18,1.07,15.47,0.592,1,0,1,1,0,1072,0.928,2,33.58,1,1,0
10.91,5,5.98,1.23,0.945,1,1,0,0,0,812,0.586,5,27.38,1,0,0
87.85,18,39.67,1.5,1.245,1,1,0,0,0,1026,0.686,4,23.24,1,0,0
58.74,13,43.48,7.33,0.97,0,1,1,0,0,421,0.911,4,15.92,1,0,0
66.15,5,35.2,12.02,0.814,1,0,0,1,0,661,0.784,4,57.22,0,0,0
